"basisOfRecord","dcterms:bibliographicCitation","dcterms:bibliographicCitation","collectionID","collectionCode","dataGeneralizations","datasetID","datasetName","dynamicProperties","informationWithheld","institutionID","institutionCode","dcterms:language","dcterms:license","dcterms:modified","ownerInstitutionCode","basisOfRecord","dcterms:references","dcterms:accessRights","dcterms:rightsHolder","dcterms:type","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","behavior","catalogNumber","recordedBy","disposition","establishmentMeans","individualCount","lifeStage","occurrenceRemarks","occurrenceStatus","occurrenceID","organismQuantity","organismQuantityType","otherCatalogNumbers","preparations","sex","recordNumber","reproductiveCondition","associatedOrganisms","associatedOccurrences","organismID","organismName","organismRemarks","organismScope","previousIdentifications","day","endDayOfYear","eventRemarks","eventTime","eventID","fieldNotes","fieldNumber","habitat","month","eventDate","parentEventID","sampleSizeUnit","samplingEffort","samplingProtocol","startDayOfYear","verbatimEventDate","year","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","countryCode","county","verbatimDepth","verbatimElevation","footprintSRS","footprintSpatialFit","footprintWKT","geodeticDatum","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","georeferencedBy","georeferencedDate","higherGeography","higherGeographyID","island","islandGroup","decimalLatitude","locality","locationAccordingTo","locationRemarks","locationID","decimalLongitude","maximumDepthInMeters","maximumElevationInMeters","maximumDistanceAboveSurfaceInMeters","minimumDepthInMeters","minimumElevationInMeters","minimumDistanceAboveSurfaceInMeters","municipality","pointRadiusSpatialFit","stateProvince","verbatimCoordinateSystem","verbatimCoordinates","verbatimLatitude","verbatimLocality","verbatimLongitude","verbatimSRS","waterBody","identificationID","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","dateIdentified","identificationQualifier","typeStatus"
"PreservedSpecimen","","","","Mammalogy","","","","","","","QVMAG","","","","","PreservedSpecimen","","","","","","","","","","QVM:1958:1:0032","","","","","","","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","QVMAG","","","","","PreservedSpecimen","","","","","","","","","","QVM:1958:1:0033","","","","","","","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","QVMAG","","","","","PreservedSpecimen","","","","","","","","","","QVM:1958:1:0034","","","","","","","present","","","","","skeletal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","QVMAG","","","","","PreservedSpecimen","","","","","","","","","","QVM:1958:1:0035","","","","","","","present","","","","","skeletal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","QVMAG","","","","","PreservedSpecimen","","","","","","","","","","QVM:1958:1:0036","","","","","","","present","","","","","skeletal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","QVMAG","","","","","PreservedSpecimen","","","","","","","","","","QVM:1958:1:29","","","","","","","present","URN:catalog:QVMAG:Mammalogy:QVM:1958:1:29","","","","dry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","EPSG:4326","","","","","","","","","","","-41.53332","","","","","147.46665","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","QVMAG","","","","","PreservedSpecimen","","","","","","","","","","QVM:1962:1:0053","","","","","","","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","QVMAG","","","","","PreservedSpecimen","","","","","","","","","","QVM:1962:1:0054","","","","","","","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","QVMAG","","","","","PreservedSpecimen","","","","","","","","","","QVM:1962:1:0055","","","","","","","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","QVMAG","","","","","PreservedSpecimen","","","","","","","","","","QVM:1962:1:0056","","","","","","","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","QVMAG","","","","","PreservedSpecimen","","","","","","","","","","QVM:1962:1:0057","","","","","","","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","QVMAG","","","","","PreservedSpecimen","","","","","","","","","","QVM:1963:1:0005","","","","","","","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","QVMAG","","","","","PreservedSpecimen","","","","","","","","","","QVM:1963:1:0006","","","","","","","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","MAMM","","","","","","","WAM","","","","","PreservedSpecimen","","","","","","","","","","M17189","","","","1","Juvenile","","present","","","","","Skin/Skull","Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","MAMM","","","","","","","WAM","","","","","PreservedSpecimen","","","","","","","","","","M195","","","","1","","","present","","","","","Postcranial","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10000.0","Australia","","","","","","","","EPSG:4326","","","","","","","","","","","-42.883333","","","","","147.316667","","","","","","","HOBART","","Tasmania","","","42°53`00""S","","147°19`00""E","","","","","","","","","",""
"PreservedSpecimen","","","","MAMM","","","","","","","WAM","","","","","PreservedSpecimen","","","","","","","","","","M33","","","","1","","","present","","","","","Tooth","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10000.0","","","","","","","","","EPSG:4326","","","","","","","","","","","-33.6","","","","","123.875","","","","","","","SHEOAKS HILL","","Western Australia","","","33°36`00""S","","123°52`30""E","","","","","","","","","",""
"PreservedSpecimen","","","","MAMM","","","","","","","WAM","","","","","PreservedSpecimen","","","","","","","","","","M3318","","","","1","Adult","","present","","","","","Skin/Skeleton","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","QVMAG","","","","","PreservedSpecimen","","","","","","","","","","QVM:1984:1:0241","","","","","","","present","URN:catalog:QVMAG:Mammalogy:QVM:1984:1:0241","","","","skeletal","","","","","","","","","","","","","","","","","","","04","","","","","","","","1956","","","","Australia","","","","","","","","EPSG:4326","","","","","","","","","","","-41.38333","","","","","146","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","QVMAG","","","","","PreservedSpecimen","","","","","","","","","","QVM:2005:1:0001","","","","","","","present","","","","","cast","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","QVMAG","","","","","PreservedSpecimen","","","","","","","","","","QVM:2005:1:0002","","","","","","","present","URN:catalog:QVMAG:Mammalogy:QVM:2005:1:0002","","","","mount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","QVMAG","","","","","PreservedSpecimen","","","","","","","","","","QVM:OLD:1:2001","","","","","","","present","URN:catalog:QVMAG:Mammalogy:QVM:OLD:1:2001","","","","mount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","QVMAG","","","","","PreservedSpecimen","","","","","","","","","","QVM:OLD:1:2002","","","","","","","present","URN:catalog:QVMAG:Mammalogy:QVM:OLD:1:2002","","","","mount","","","","","","","","","","","","","","","","","","","","","","","","","","","1897","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","QVMAG","","","","","PreservedSpecimen","","","","","","","","","","QVM:OLD:1:2003","","","","","","","present","URN:catalog:QVMAG:Mammalogy:QVM:OLD:1:2003","","","","mount","","","","","","","","","","","","","","","","","","","","","","","","","","","1895","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","QVMAG","","","","","PreservedSpecimen","","","","","","","","","","QVM:OLD:1:2004","","","","","","","present","","","","","mount","","","","","","","","","","","","","","","","","","","","","","","","","","","1897","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","QVMAG","","","","","PreservedSpecimen","","","","","","","","","","QVM:OLD:1:2005","","","","","","","present","URN:catalog:QVMAG:Mammalogy:QVM:OLD:1:2005","","","","mount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","EPSG:4326","","","","","","","","","","","-41.16666","","","","","147.5","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","QVMAG","","","","","PreservedSpecimen","","","","","","","","","","QVM:OLD:1:2006","","","","","","","present","URN:catalog:QVMAG:Mammalogy:QVM:OLD:1:2006","","","","mount","","","","","","","","","","","","","","","","","","","05","","","","","","","","1912","","","","Australia","","","","","","","","EPSG:4326","","","","","","","","","","","-41.48333","","","","","147.88333","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","QVMAG","","","","","PreservedSpecimen","","","","","","","","","","QVM:1976:1:0086","","","","","","","present","URN:catalog:QVMAG:Mammalogy:QVM:1976:1:0086","","","","","","","","","","","","","","","12","","","","","","","","11","1955-11-12","","","","","","","1955","","","","Australia","","","","","","","","EPSG:4326","","","","","","","","","","","-41.26666","","","","","146.81666","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"HumanObservation","","","","","","","","","","","","","","2015-06-24","","HumanObservation","","","","","11212","","","","","","Bastiaan Van Impe","","","1","","","present","531c27b13dff529eabacccac","","","","","","","","","","","","","","","","","","12:00","","","","","","","","","","","","","","","","100.0","Australia","","","","","","","","EPSG:4326","","","","","","","","","","","-42.88263702392578","","","","","147.3404541015625","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"Image","","","","","","","","","","","","","","","","Image","","Attribution-NonCommercial-ShareAlike License","","","/data/biocache-media/dr360/27114/61e7d751-c6c2-45d6-a270-2262323bc1b1/5913193517_44e36a3f3f.jpg","","","","","","Biodiversity Heritage Library","","","","","Sadly, our #SpeciesOfTheDay is now extinct, but we still hope wild populations may someday b found. 4 now, c it in #bhlib <a href=""http://biodiversitylibrary.org/page/28724504"" rel=""nofollow"">biodiversitylibrary.org/page/28724504</a>","present","http://www.flickr.com/photos/biodivlibrary/5913193517/","","","","","","","","","","","","","","","21","","","","","","","","06","2011-06-21","","","","","","","2011","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Image","","","","","","","","","","","","","","","","Image","","Attribution License","","","/data/biocache-media/dr360/9392/b5dc9d67-c9ca-439d-97d9-67cb560c5d6b/6008902662_f8d1134b79.jpg","","","","","","Biodiversity Heritage Library","","","","","A hand-book to the marsupialia and monotremata
London :E. Lloyd,1896.
<a href=""http://biodiversitylibrary.org/page/15043966"" rel=""nofollow"">biodiversitylibrary.org/page/15043966</a>

Until going extinct the Tasmanian Tiger or Wolf was the largest carnivorous marsupial. See our #SpeciesOfTheDay in #bhlib <a href=""http://biodiversitylibrary.org/page/15043966"" rel=""nofollow"">biodiversitylibrary.org/page/15043966</a>","present","http://www.flickr.com/photos/biodivlibrary/6008902662/","","","","","","","","","","","","","","","04","","","","","","","","08","2011-08-04","","","","","","","2011","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Image","","","","","","","","","","","","","","","","Image","","Attribution-NonCommercial-ShareAlike License","","","5913193517_44e36a3f3f.jpg","","","","","","Biodiversity Heritage Library","","","","","Sadly, our #SpeciesOfTheDay is now extinct, but we still hope wild populations may someday b found. 4 now, c it in #bhlib <a href=""http://biodiversitylibrary.org/page/28724504"" rel=""nofollow"">biodiversitylibrary.org/page/28724504</a>","present","https://www.flickr.com/photos/biodivlibrary/5913193517/","","","","","","","","","","","","","","","21","","","","","","","","06","2011-06-21","","","","","","","2011","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Image","","","","","","","","","","","","","","","","Image","","Attribution License","","","6008902662_f8d1134b79.jpg","","","","","","Biodiversity Heritage Library","","","","","A hand-book to the marsupialia and monotremata
London :E. Lloyd,1896.
<a href=""http://biodiversitylibrary.org/page/15043966"" rel=""nofollow"">biodiversitylibrary.org/page/15043966</a>

Until going extinct the Tasmanian Tiger or Wolf was the largest carnivorous marsupial. See our #SpeciesOfTheDay in #bhlib <a href=""http://biodiversitylibrary.org/page/15043966"" rel=""nofollow"">biodiversitylibrary.org/page/15043966</a>","present","https://www.flickr.com/photos/biodivlibrary/6008902662/","","","","","","","","","","","","","","","04","","","","","","","","08","2011-08-04","","","","","","","2011","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Image","","","","","","","","","","","","","","","","Image","","","","","raw.jpg","","","","","","Phil Myers, Museum of Zoology, University of Michigan","","","","","","present","http://media.eol.org/content/2011/12/02/04/67865_orig.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Image","","","","","","","","","","","","","","","","Image","","","","","raw.jpg","","","","","","Unknown","","","","","","present","http://media.eol.org/content/2009/07/24/11/36996_orig.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammal","","","","","","","AMNH","","","2010-08-24","","PreservedSpecimen","","The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf.","","","","","","","","MS-832","","","","","","","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","Australia","","","","","","","","","","0.0","0.0","","0.0","0.0","","","","","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammal","","","","","","","AMNH","","","2010-08-24","","PreservedSpecimen","","The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf.","","","","","","","","M-200430","","","","","","","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","Mole Creek","","","","","","","","","","","","","Australia","","","","","","","","","","0.0","0.0","","0.0","0.0","","","","","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","VZ-BBM-X","","","","","","","BPBM","","","2010-07-31","","PreservedSpecimen","","BPBM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the BPBM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the BPBM notified. The Bernice P. Bishop Museum and its staff are not responsible for damages, injury or loss due to the use of these data.","","","","","","","","157475","UNKNOWN OR ANONYMOUS","","","","","","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","VZ-BBM","","","","","","","BPBM","","","2010-07-31","","PreservedSpecimen","","BPBM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the BPBM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the BPBM notified. The Bernice P. Bishop Museum and its staff are not responsible for damages, injury or loss due to the use of these data.","","","","","","","","9226","UNKNOWN OR ANONYMOUS","","","","","","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammals","","","","","","","FMNH","","","2011-04-26","","PreservedSpecimen","","See: http://www.fieldmuseum.org/linking_policy.htm","","","","","","","","143350","Dillon, L.S.","","","","","","present","","","","","","","","","","ce0a5429-ef67-465b-a696-cf1bb70caf21","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","EPSG:4326","","","","","","","Australian","","","","-42.0","","","","","147.0","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammals","","","","","","","FMNH","","","2011-04-26","","PreservedSpecimen","","See: http://www.fieldmuseum.org/linking_policy.htm","","","","","","","","146014","Radinsky, L.B.","","","","","","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1866","","","","Australia","","","","","","","","EPSG:4326","","","","","","","Australian","","","","-42.0","","","","","147.0","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalia","","","","","","","GNM","","","2011-05-05","","PreservedSpecimen","","","","","","","","","","1911-1221","","","","","","","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammal","","","","","","","AMNH","","","2010-08-24","","PreservedSpecimen","","The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf.","","","","","","","","M-144316","Masters","","","","","","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","Australia","","","","","","","","","","0.0","0.0","","0.0","0.0","","","","","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammal","","","","","","","AMNH","","","2010-08-24","","PreservedSpecimen","","The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf.","","","","","","","","M-146829","Prof. Flynn","","","","","","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","Australia","","","","","","","","","","0.0","0.0","","0.0","0.0","","","","","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammal","","","","","","","AMNH","","","2010-08-24","","PreservedSpecimen","","The terms and conditions of use of AMNH data are given in the document found at http://research.amnh.org/vertzoo/TandC.pdf.","","","","","","","","M-147888","Victoria Museum","","","","","","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","Mole Creek","","","","","","","","","","","","","Australia","","","","","","","","","","0.0","0.0","","0.0","0.0","","","","","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammals","","","","","","","FMNH","","","2011-04-26","","PreservedSpecimen","","See: http://www.fieldmuseum.org/linking_policy.htm","","","","","","","","81522","White, W.","","","","","","present","","","","","","","","","","ce0a5429-ef67-465b-a696-cf1bb70caf21","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","EPSG:4326","","","","","","","Australian","","","","-42.0","","","","","147.0","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"HumanObservation","","","","","","","","","","","","","","2012-02-19","","HumanObservation","","","","","","","","","","896949","Blackw, J. J","","","","","","present","","","","","","","","","","","","","","","Thylacinus cynocephalus","31","","Alleged sighting only.  This observation has not been verified.","","","","","","12","1962-12-31","","","","","","","1962","","","1850.0","Australia","","","","","PROJCS[""GDA94 / MGA zone 55"", 
  GEOGCS[""GDA94"", 
    DATUM[""Geocentric Datum of Australia 1994"", 
      SPHEROID[""GRS 1980"", 6378137.0, 298.257222101, AUTHORITY[""EPSG"",""7019""]], 
      TOWGS84[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 
      AUTHORITY[""EPSG"",""6283""]], 
    PRIMEM[""Greenwich"", 0.0, AUTHORITY[""EPSG"",""8901""]], 
    UNIT[""degree"", 0.017453292519943295], 
    AXIS[""Geodetic latitude"", NORTH], 
    AXIS[""Geodetic longitude"", EAST], 
    AUTHORITY[""EPSG"",""4283""]], 
  PROJECTION[""Transverse_Mercator"", AUTHORITY[""EPSG"",""9807""]], 
  PARAMETER[""central_meridian"", 147.0], 
  PARAMETER[""latitude_of_origin"", 0.0], 
  PARAMETER[""scale_factor"", 0.9996], 
  PARAMETER[""false_easting"", 500000.0], 
  PARAMETER[""false_northing"", 10000000.0], 
  UNIT[""m"", 1.0], 
  AXIS[""Easting"", EAST], 
  AXIS[""Northing"", NORTH], 
  AUTHORITY[""EPSG"",""28355""]]","","POINT (395381 5432903)","EPSG:4326","","","","","","","","","","","-41.24851620619511","","","","","145.75135058087346","","","","","","","","","Tasmania","Easting and northing","395381.0, 5432903.0","","","","EPSG:28355","","","","","","","","",""
"HumanObservation","","","","","","","","","","","","","","2012-02-19","","HumanObservation","","","","","","","","","","896950","Dickso, R. R","","","","","","present","","","","","","","","","","","","","","","Thylacinus cynocephalus","31","","Alleged sighting only.  This observation has not been verified.","","","","","","12","1961-12-31","","","","","","","1961","","","1850.0","Australia","","","","","PROJCS[""GDA94 / MGA zone 55"", 
  GEOGCS[""GDA94"", 
    DATUM[""Geocentric Datum of Australia 1994"", 
      SPHEROID[""GRS 1980"", 6378137.0, 298.257222101, AUTHORITY[""EPSG"",""7019""]], 
      TOWGS84[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 
      AUTHORITY[""EPSG"",""6283""]], 
    PRIMEM[""Greenwich"", 0.0, AUTHORITY[""EPSG"",""8901""]], 
    UNIT[""degree"", 0.017453292519943295], 
    AXIS[""Geodetic latitude"", NORTH], 
    AXIS[""Geodetic longitude"", EAST], 
    AUTHORITY[""EPSG"",""4283""]], 
  PROJECTION[""Transverse_Mercator"", AUTHORITY[""EPSG"",""9807""]], 
  PARAMETER[""central_meridian"", 147.0], 
  PARAMETER[""latitude_of_origin"", 0.0], 
  PARAMETER[""scale_factor"", 0.9996], 
  PARAMETER[""false_easting"", 500000.0], 
  PARAMETER[""false_northing"", 10000000.0], 
  UNIT[""m"", 1.0], 
  AXIS[""Easting"", EAST], 
  AXIS[""Northing"", NORTH], 
  AUTHORITY[""EPSG"",""28355""]]","","POINT (441958 5372359)","EPSG:4326","","","","","","","","","","","-41.79850748166749","","","","","146.30136044777962","","","","","","","","","Tasmania","Easting and northing","441958.0, 5372359.0","","","","EPSG:28355","","","","","","","","",""
"HumanObservation","","","","","","","","","","","","","","2012-02-19","","HumanObservation","","","","","","","","","","896951","Walsh, B. B","","","","","","present","","","","","","","","","","","","","","","Thylacinus cynocephalus","31","","Alleged sighting only.  This observation has not been verified.","","","","","","12","1971-12-31","","","","","","","1971","","","1850.0","Australia","","","","","PROJCS[""GDA94 / MGA zone 55"", 
  GEOGCS[""GDA94"", 
    DATUM[""Geocentric Datum of Australia 1994"", 
      SPHEROID[""GRS 1980"", 6378137.0, 298.257222101, AUTHORITY[""EPSG"",""7019""]], 
      TOWGS84[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 
      AUTHORITY[""EPSG"",""6283""]], 
    PRIMEM[""Greenwich"", 0.0, AUTHORITY[""EPSG"",""8901""]], 
    UNIT[""degree"", 0.017453292519943295], 
    AXIS[""Geodetic latitude"", NORTH], 
    AXIS[""Geodetic longitude"", EAST], 
    AUTHORITY[""EPSG"",""4283""]], 
  PROJECTION[""Transverse_Mercator"", AUTHORITY[""EPSG"",""9807""]], 
  PARAMETER[""central_meridian"", 147.0], 
  PARAMETER[""latitude_of_origin"", 0.0], 
  PARAMETER[""scale_factor"", 0.9996], 
  PARAMETER[""false_easting"", 500000.0], 
  PARAMETER[""false_northing"", 10000000.0], 
  UNIT[""m"", 1.0], 
  AXIS[""Easting"", EAST], 
  AXIS[""Northing"", NORTH], 
  AUTHORITY[""EPSG"",""28355""]]","","POINT (560278 5448211)","EPSG:4326","","","","","","","","","","","-41.115156412631876","","","","","147.71797741847263","","","","","","","","","Tasmania","Easting and northing","560278.0, 5448211.0","","","","EPSG:28355","","","","","","","","",""
"HumanObservation","","","","","","","","","","","","","","2012-02-19","","HumanObservation","","","","","","","","","","896952","Sscott, S. Sam","","","","","","present","","","","","","","","","","","","","","","Thylacinus cynocephalus","31","","Alleged sighting only.  This observation has not been verified.","","","","","","01","1970-01-31","","","","","","","1970","","","1850.0","Australia","","","","","PROJCS[""GDA94 / MGA zone 55"", 
  GEOGCS[""GDA94"", 
    DATUM[""Geocentric Datum of Australia 1994"", 
      SPHEROID[""GRS 1980"", 6378137.0, 298.257222101, AUTHORITY[""EPSG"",""7019""]], 
      TOWGS84[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], 
      AUTHORITY[""EPSG"",""6283""]], 
    PRIMEM[""Greenwich"", 0.0, AUTHORITY[""EPSG"",""8901""]], 
    UNIT[""degree"", 0.017453292519943295], 
    AXIS[""Geodetic latitude"", NORTH], 
    AXIS[""Geodetic longitude"", EAST], 
    AUTHORITY[""EPSG"",""4283""]], 
  PROJECTION[""Transverse_Mercator"", AUTHORITY[""EPSG"",""9807""]], 
  PARAMETER[""central_meridian"", 147.0], 
  PARAMETER[""latitude_of_origin"", 0.0], 
  PARAMETER[""scale_factor"", 0.9996], 
  PARAMETER[""false_easting"", 500000.0], 
  PARAMETER[""false_northing"", 10000000.0], 
  UNIT[""m"", 1.0], 
  AXIS[""Easting"", EAST], 
  AXIS[""Northing"", NORTH], 
  AUTHORITY[""EPSG"",""28355""]]","","POINT (530809 5428041)","EPSG:4326","","","","","","","","","","","-41.29849501597129","","","","","147.36799589004556","","","","","","","","","Tasmania","Easting and northing","530809.0, 5428041.0","","","","EPSG:28355","","","","","","","","",""
