"basisOfRecord","dcterms:bibliographicCitation","dcterms:bibliographicCitation","collectionID","collectionCode","dataGeneralizations","datasetID","datasetName","dynamicProperties","informationWithheld","institutionID","institutionCode","dcterms:language","dcterms:license","dcterms:modified","ownerInstitutionCode","basisOfRecord","dcterms:references","dcterms:accessRights","dcterms:rightsHolder","dcterms:type","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","behavior","catalogNumber","recordedBy","disposition","establishmentMeans","individualCount","lifeStage","occurrenceRemarks","occurrenceStatus","occurrenceID","organismQuantity","organismQuantityType","otherCatalogNumbers","preparations","sex","recordNumber","reproductiveCondition","associatedOrganisms","associatedOccurrences","organismID","organismName","organismRemarks","organismScope","previousIdentifications","day","endDayOfYear","eventRemarks","eventTime","eventID","fieldNotes","fieldNumber","habitat","month","eventDate","parentEventID","sampleSizeUnit","samplingEffort","samplingProtocol","startDayOfYear","verbatimEventDate","year","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","countryCode","county","verbatimDepth","verbatimElevation","footprintSRS","footprintSpatialFit","footprintWKT","geodeticDatum","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","georeferencedBy","georeferencedDate","higherGeography","higherGeographyID","island","islandGroup","decimalLatitude","locality","locationAccordingTo","locationRemarks","locationID","decimalLongitude","maximumDepthInMeters","maximumElevationInMeters","maximumDistanceAboveSurfaceInMeters","minimumDepthInMeters","minimumElevationInMeters","minimumDistanceAboveSurfaceInMeters","municipality","pointRadiusSpatialFit","stateProvince","verbatimCoordinateSystem","verbatimCoordinates","verbatimLatitude","verbatimLocality","verbatimLongitude","verbatimSRS","waterBody","identificationID","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","dateIdentified","identificationQualifier","typeStatus"
"FossilSpecimen","","","","Palaeontology","","","Database of Australasian Vertebrate Occurrences","","","","SAMA","","","","","FossilSpecimen","","","","","","Prideaux, G.J., Roberts, R.G., Megirian, D., Westaway, K.E., Hellstrom, J.C. & Olley, J.M., 2007, Mammalian responses to Pleistocene climate change in southeastern Australia, Geology, 35(1): 33-36","","","","DAVO-4823","","","","1","","","present","","","","DAVO=4823","fossil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1200.0","Australia","","","","","","","","EPSG:4326","","","","","","","","","","","-37.03","","Prideaux, G.J., Roberts, R.G., Megirian, D., Westaway, K.E., Hellstrom, J.C. and Olley, J.M. 2007. Mammalian responses to Pleistocene climate change in southeastern Australia. Geology 35(1): 33-36.","","","140.8","","","","","","","","","South Australia","degrees minutes","","-37 02","Cathedral Cave Fossil Chamber","140 48","EPSG:4283","","","","","","","","",""
"FossilSpecimen","","","","","","","Database of Australasian Vertebrate Occurrences","","","","","","","","","FossilSpecimen","","","","","","Pledge, N.S., 1990, The upper fossil fauna of the Henschke Fossil Cave, Naracoorte, South Australia., Memoirs of the Queensland Museum, 28(1): 247-262.","","","","DAVO-5065","","","","1","","","present","","","","DAVO=5065","fossil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1200.0","Australia","","","","","","","","EPSG:4326","","","","","","","","","","","-36.97","","Pledge, N.S. 1990. The upper fossil fauna of the Henschke Fossil Cave, Naracoorte, South Australia. Memoirs of the Queensland Museum 28(1): 247-262.","","","140.77","","","","","","","","","South Australia","degrees minutes","","-36 58","Henschke's Fossil Cave","140 46","EPSG:4283","","","","","","","","",""
"FossilSpecimen","","","","Palaeontology","","","Database of Australasian Vertebrate Occurrences","","","","AM","","","","","FossilSpecimen","","","","","","Dawson, L., 1985, Marsupial fossils from Wellington Caves, New South Wales; the historic and scientific significance of the collections in the Australian Museum, Sydney, Records of the Australian Museum, 37(2): 55-69","","","","18660","","","","1","","","present","","","","DAVO=3099; Collection=18660","fossil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1200.0","Australia","","","","","","","","EPSG:4326","","","","","","","","","","","-32.6","","Dawson, L. 1985. Marsupial fossils from Wellington Caves, New South Wales; the historic and scientific significance of the collections in the Australian Museum, Sydney. Records of the Australian Museum 37(2): 55-69.","","","148.92000000000002","","","","","","","","","New South Wales","degrees minutes","","-32 36","Cathedral Cave, Wellington Caves","148 55","EPSG:4283","","","","","","","","",""
"FossilSpecimen","","","","Vertebrate Palaeontology","","","Database of Australasian Vertebrate Occurrences","","","","NMV","","","","","FossilSpecimen","","","","","","Piper, K.J., 2007, Early Pleistocene mammals from the Nelson Bay Local Fauna, Portland, Victoria, Australia., Journal of Vertebrate Paleontology, 27(2): 492-503","","","","187757","","","","1","","","present","","","","DAVO=1499; Collection=187757","fossil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1200.0","Australia","","","","","","","","EPSG:4326","","","","","","","","","","","-38.33","","Piper, K.J. 2007. Early Pleistocene mammals from the Nelson Bay Local Fauna, Portland, Victoria, Australia. Journal of Vertebrate Paleontology 27(2): 492-503.","","","141.6","","","","","","","","","Victoria","degrees minutes","","-38 20","Nelson Bay","141 36","EPSG:4283","","","","","","","","",""
"FossilSpecimen","","","","","","","Database of Australasian Vertebrate Occurrences","","","","UCMP","","","","","FossilSpecimen","","","","","","Dawson, L., 1985, Marsupial fossils from Wellington Caves, New South Wales; the historic and scientific significance of the collections in the Australian Museum, Sydney, Records of the Australian Museum, 37(2): 55-69","","","","45183","","","","1","","","present","","","","DAVO=3096; Collection=45183","fossil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1200.0","Australia","","","","","","","","EPSG:4326","","","","","","","","","","","-32.6","","Dawson, L. 1985. Marsupial fossils from Wellington Caves, New South Wales; the historic and scientific significance of the collections in the Australian Museum, Sydney. Records of the Australian Museum 37(2): 55-69.","","","148.92000000000002","","","","","","","","","New South Wales","degrees minutes","","-32 36","Phosphate Mine, Wellington Caves (= UCMP V67189)","148 55","EPSG:4283","","","","","","","","",""
"FossilSpecimen","","","","Fossils","","","Database of Australasian Vertebrate Occurrences","","","","WAM","","","","","FossilSpecimen","","","","","","Merrilees, D., 1979, The prehistoric environment in Western Australia, Journal of the Royal Society of Western Australia, 62(1-4): 109-128","","","","61.2.25","","","","1","","","present","","","","DAVO=3712; Collection=61.2.25","fossil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1200.0","Australia","","","","","","","","EPSG:4326","","","","","","","","","","","-34.05","","Merrilees, D. 1979. The prehistoric environment in Western Australia. Journal of the Royal Society of Western Australia 62(1-4): 109-128.","","","115.02","","","","","","","","","Western Australia","degrees minutes","","-34 03","Mammoth Cave (""Glauert"" and ""Le Souef"" deposits)","115 01","EPSG:4283","","","","","","","","",""
"FossilSpecimen","","","","","","","Database of Australasian Vertebrate Occurrences","","","","","","","","","FossilSpecimen","","","","","","Rich, T.H., 1991, Monotremes, placentals, and marsupials: their record in Australia and its biases, In Vickers-Rich, P., Monaghan, J.M., Baird, R.F. and Rich, T.H. (eds). Vertebrate palaeontology of Australia., Chapter 23: 892-1070","","","","DAVO-1119","","","","1","","","present","","","","DAVO=1119","fossil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1200.0","Australia","","","","","","","","EPSG:4326","","","","","","","","","","","-26.73","","Rich, T.H. 1991. Monotremes, placentals, and marsupials: their record in Australia and its biases,inVickers-Rich, P., Monaghan, J.M., Baird, R.F., and Rich, T.H., eds, Vertebrate palaeontology of Australasia: Melbourne, Australia., Pioneer Design Studio and Monash University Publications Committee, p. 893-1070.","","","150.62","","","","","","","","","Queensland","degrees minutes","","-26 44","Chinchilla (site not specified)","150 37","EPSG:4283","","","","","","","","",""
"PreservedSpecimen","","","urn:lsid:biocol.org:col:34978","Mammalogy","","Mammalogy","","","","NMV","NMV","en","https://creativecommons.org/publicdomain/zero/1.0/legalcode","2014-11-12","NMV","PreservedSpecimen","","","Museum Victoria","","","","","","","C2009","UNKNOWN OR ANONYMOUS","","","1","","","present","","","","","specimenNature=Skull;specimenForm=Dry","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","Australia, Tasmania","","","","","","","","","","","","","","","","","","Tasmania","","","","Inland from Burnie","","","","","","","","","","",""
"PreservedSpecimen","","","urn:lsid:biocol.org:col:34978","Mammalogy","","Mammalogy","","","","NMV","NMV","en","https://creativecommons.org/publicdomain/zero/1.0/legalcode","2015-08-13","NMV","PreservedSpecimen","","","Museum Victoria","","","","","","","C28746","UNKNOWN OR ANONYMOUS","","","1","","","present","","","","","specimenNature=Mount;specimenForm=Dry","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","Australia, Tasmania","","","","","","","","","","","","","","","","","","Tasmania","","","","Captive","","","","","","","","","","",""
"PreservedSpecimen","","","urn:lsid:biocol.org:col:34978","Mammalogy","","Mammalogy","","","","NMV","NMV","en","https://creativecommons.org/publicdomain/zero/1.0/legalcode","2015-05-27","NMV","PreservedSpecimen","","","Museum Victoria","","","","","","","C3149-2","UNKNOWN OR ANONYMOUS","","","1","","","present","","","","","specimenNature=Cast;specimenForm=Dry","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","Australia, Tasmania","","","","","","","","","","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","urn:lsid:biocol.org:col:34978","Mammalogy","","Mammalogy","","","","NMV","NMV","en","https://creativecommons.org/publicdomain/zero/1.0/legalcode","2015-05-27","NMV","PreservedSpecimen","","","Museum Victoria","","","","","","","C3149-3","UNKNOWN OR ANONYMOUS","","","1","","","present","","","","","specimenNature=Cast;specimenForm=Dry","Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","","","","","","","","","","","","","","","Australia, Tasmania","","","","","","","","","","","","","","","","","","Tasmania","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","AM","","","","","PreservedSpecimen","","","","","/data/biocache-media/dr340/21415/2b3e4fd3-cc08-4a9b-9a2d-0c1bbb028c1b/1101718","","","","","M.822.002","","","","","","","present","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:M.822.002","","","ecatalogue.irn:1453697; urn:catalog:AM:Mammalogy:M.822.002","ecatalogue.PrePrepDescription: ""Whole skull""; ecatalogue.PreStorageMedium: ""Dry"";","Male","","","","","","","","","","","","","","urn:australianmuseum.net.au:Events:4015092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""Exchanged"";","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","AM","","","","","PreservedSpecimen","","","","","/data/biocache-media/dr340/6013/e644ceb3-d7a7-4a8a-9f7b-d767d34fffa6/1101720","","","","","M.822.003","","","","","","","present","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:M.822.003","","","ecatalogue.irn:1453698; urn:catalog:AM:Mammalogy:M.822.003","ecatalogue.PrePrepDescription: ""Bone""; ecatalogue.PreStorageMedium: ""Dry"";","Male","","","","","","","","","","","","","","urn:australianmuseum.net.au:Events:4015092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""Exchanged"";","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","AM","","","","","PreservedSpecimen","","","","","/data/biocache-media/dr340/28117/f25608fa-f16a-4f75-b489-6862e895e028/1101842","","","","","M.822.004","Tasmanian, M. Museum","","","","","","present","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:M.822.004","","","ecatalogue.irn:1453700; urn:catalog:AM:Mammalogy:M.822.004","ecatalogue.PrePrepDescription: ""Whole skin""; ecatalogue.PreStorageMedium: ""Dry"";","Male","","","","","","","","","","","","","","urn:australianmuseum.net.au:Events:4015092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""Exchanged"";","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","AM","","","","","PreservedSpecimen","","","","","/data/biocache-media/dr340/5516/47052139-0467-406d-9c62-86b2deb74239/1101716","","","","","M.823.001","","","","","","","present","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:M.823.001","","","ecatalogue.irn:1453705; urn:catalog:AM:Mammalogy:M.823.001","ecatalogue.PrePrepDescription: ""Whole skull""; ecatalogue.PreStorageMedium: ""Dry"";","Female","","","","","","","","","","","","","","urn:australianmuseum.net.au:Events:4015092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""Exchanged"";","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","AM","","","","","PreservedSpecimen","","","","","/data/biocache-media/dr340/3695/a727dc62-65fa-4aae-bb63-a2220e4b730a/1101963","","","","","M.823.002","Tasmanian, M. Museum","","","","","","present","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:M.823.002","","","ecatalogue.irn:1453706; urn:catalog:AM:Mammalogy:M.823.002","ecatalogue.PrePrepDescription: ""Whole skin""; ecatalogue.PreStorageMedium: ""Dry"";","Female","","","","","","","","","","","","","","urn:australianmuseum.net.au:Events:4015092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""Exchanged"";","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","AM","","","","","PreservedSpecimen","","","","","/data/biocache-media/dr340/11228/432e567a-adb2-45d5-8a16-be2a4fcb780b/1101834","","","","","M.8331.001","","","","","","","present","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:M.8331.001","","","ecatalogue.irn:1453713; urn:catalog:AM:Mammalogy:M.8331.001","ecatalogue.PrePrepDescription: ""Dentary (2)""; ecatalogue.PreStorageMedium: ""Dry"";","","","","","70cd5bcd-f1c8-4476-8032-07a426926dcd|a60bf93d-adc2-4565-9c2f-4e476fb96e5d","","","","","","","","","","urn:australianmuseum.net.au:Events:1089346","","","","","","","","","","","","","","","100000.0","Australia","","","","","","","","EPSG:4326","","","","","","","","","","","-42.0","","","ecatalogue.LocCollectionEventLocal: ""Australia, Tasmania, No further data (42° 00' 00"" S, 146° 45' 36"" E), Field Collected - Terrestrial"";","","146.76000","","","","","","","","","Tasmania","","","42° 0' 0"" S","No further data","146° 45' 36"" E","","","","","","","","","","syntype"
"PreservedSpecimen","","","","Mammalogy","","","","","","","AM","","","","","PreservedSpecimen","","","","","/data/biocache-media/dr340/6322/d3739e54-c8ef-44c3-aa0e-35097a029339/1101726","","","","","M.606.001","","","","","","","present","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:M.606.001","","","ecatalogue.irn:1453678; urn:catalog:AM:Mammalogy:M.606.001","ecatalogue.PrePrepDescription: ""Whole skull""; ecatalogue.PreStorageMedium: ""Dry"";","","","","","","","","","","","","","","","urn:australianmuseum.net.au:Events:4015092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""Exchanged"";","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","AM","","","","","PreservedSpecimen","","","","","/data/biocache-media/dr340/15889/6e77d571-54ef-41c1-b890-a638df3ea5b9/M.606_Thylacinus_(c).520x520.jpg","","","","","M.606.002","Tasmanian, M. Museum","","","","","","present","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:M.606.002","","","ecatalogue.irn:1453683; urn:catalog:AM:Mammalogy:M.606.002","ecatalogue.PrePrepDescription: ""Whole skin""; ecatalogue.PreStorageMedium: ""Dry"";","","","","","","","","","","","","","","","urn:australianmuseum.net.au:Events:4015092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""Exchanged"";","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","AM","","","","","PreservedSpecimen","","","","","/data/biocache-media/dr340/18971/c2623eeb-6269-460d-ba4b-2ba0ff771212/1102109","","","","","PA.759.001","Royal Society of Tasmania","","","","","","present","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:PA.759.001","","","ecatalogue.irn:1460725; urn:catalog:AM:Mammalogy:PA.759.001","ecatalogue.PrePrepDescription: ""Mount (skull in)""; ecatalogue.PreStorageMedium: ""Dry"";","Male","","","","","","","","","","","","","","urn:australianmuseum.net.au:Events:4006424","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""Royal Society of Tasmania(Presenter), Accession"";","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","AM","","","","","PreservedSpecimen","","","","","/data/biocache-media/dr340/23446/99eb4dda-fc83-43da-9d7f-53479605b2a0/1033281","","","","","PA.762","Masters, G. George","","","","","","present","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:PA.762","","","ecatalogue.irn:4039962; urn:catalog:AM:Mammalogy:PA.762","","Female","","","","","","","","","","","","","","urn:australianmuseum.net.au:Events:4012833","","","","","","","","","","","","1866","","","","","","","","","","","","","","","","","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""1866 - 1866, Field Collected - Terrestrial"";","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","AM","","","","","PreservedSpecimen","","","","","","","","","","PA.762.001","Masters, G. George","","","","","","present","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:PA.762.001","","","ecatalogue.irn:1185717; urn:catalog:AM:Mammalogy:PA.762.001","ecatalogue.PrePrepDescription: ""Organ (22)"";","Female","","","","","","","","","","","","","","urn:australianmuseum.net.au:Events:4012833","","","","","","","","","","","","1866","","","","","","","","","","","","","","","","","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""1866 - 1866, Field Collected - Terrestrial"";","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","AM","","","","","PreservedSpecimen","","","","","/data/biocache-media/dr340/14547/4dc1e4e5-7efb-4c6b-8856-efce86a3c3ad/1101695","","","","","PA.763.001","","","","","","","present","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:PA.763.001","","","ecatalogue.irn:1453799; urn:catalog:AM:Mammalogy:PA.763.001","ecatalogue.PrePrepDescription: ""Whole skull""; ecatalogue.PreStorageMedium: ""Dry"";","","","","","","","","","","","","","","","urn:australianmuseum.net.au:Events:4012833","","","","","","","","","","","","1866","","","","","","","","","","","","","","","","","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""1866 - 1866, Field Collected - Terrestrial"";","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","AM","","","","","PreservedSpecimen","","","","","/data/biocache-media/dr340/21616/9713b148-f276-4b3e-b8e1-401050d97ef7/1101697","","","","","PA.763.002","","","","","","","present","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:PA.763.002","","","ecatalogue.irn:1453800; urn:catalog:AM:Mammalogy:PA.763.002","ecatalogue.PrePrepDescription: ""Whole skeleton""; ecatalogue.PreStorageMedium: ""Dry"";","","","","","","","","","","","","","","","urn:australianmuseum.net.au:Events:4012833","","","","","","","","","","","","1866","","","","","","","","","","","","","","","","","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""1866 - 1866, Field Collected - Terrestrial"";","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","AM","","","","","PreservedSpecimen","","","","","/data/biocache-media/dr340/21526/7db6e965-491b-48b6-b128-ad0dc74300dc/1101694","","","","","PA.767.001","","","","","","","present","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:PA.767.001","","","ecatalogue.irn:1453837; urn:catalog:AM:Mammalogy:PA.767.001","ecatalogue.PrePrepDescription: ""Whole skull""; ecatalogue.PreStorageMedium: ""Dry"";","","","","","","","","","","","","","","","urn:australianmuseum.net.au:Events:4012833","","","","","","","","","","","","1866","","","","","","","","","","","","","","","","","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""1866 - 1866, Field Collected - Terrestrial"";","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","AM","","","","","PreservedSpecimen","","","","","/data/biocache-media/dr340/18170/fb1a08bf-b3dc-4080-973b-f1f91782e178/1101696","","","","","PA.768.001","","","","","","","present","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:PA.768.001","","","ecatalogue.irn:1453838; urn:catalog:AM:Mammalogy:PA.768.001","ecatalogue.PrePrepDescription: ""Whole skull""; ecatalogue.PreStorageMedium: ""Dry"";","","","","","","","","","","","","","","","urn:australianmuseum.net.au:Events:4012833","","","","","","","","","","","","1866","","","","","","","","","","","","","","","","","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""1866 - 1866, Field Collected - Terrestrial"";","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PreservedSpecimen","","","","Mammalogy","","","","","","","AM","","","","","PreservedSpecimen","","","","","/data/biocache-media/dr340/5587/7dd7958c-77b4-490e-ade0-862822262149/1101699","","","","","PA.769.001","","","","","","","present","urn:lsid:ozcam.taxonomy.org.au:AM:Mammalogy:PA.769.001","","","ecatalogue.irn:1453839; urn:catalog:AM:Mammalogy:PA.769.001","ecatalogue.PrePrepDescription: ""Whole skull""; ecatalogue.PreStorageMedium: ""Dry"";","","","","","","","","","","","","","","","urn:australianmuseum.net.au:Events:4012833","","","","","","","","","","","","1866","","","","","","","","","","","","","","","","","","","","","","","","","","ecatalogue.LocCollectionEventLocal: ""1866 - 1866, Field Collected - Terrestrial"";","","","","","","","","","","","","","","","","","","","","","","","","","",""
